species,longitude,latitude,reference
Abies pindrow,77.37,31.75,Paul2019
Abies pindrow,77.7,31.36,Paul2019
Abies pindrow,77.69,31.36,Paul2019
Abies pindrow,77.96,31.23,Paul2019
Abies pindrow,77.62,31.12,Paul2019
Abies pindrow,77.54,30.98,Paul2019
Abies pindrow,76.17,32.93,Paul2019
Abies pindrow,77.30972222,32.24805556,Rawat2010
Abies pindrow,76.72972222,32.78527778,Rawat2010
Abies pindrow,77.325,31.89277778,Sharma2013
Abies pindrow,77.33111111,31.89111111,Sharma2013
Abies pindrow,77.28972222,32.09222222,Sharma2013
Abies pindrow,80.21253889,30.06418889,Shekhar2022
Abies pindrow,77.4675,31.75416667,Singh2021
Abies pindrow,77.46638889,31.74472222,Singh2021
Abies pindrow,77.45222222,31.76638889,Singh2021
Abies pindrow,77.67778333,31.80808333,Singh2021
Abies pindrow,77.43493333,31.87336667,Singh2021
Abies pindrow,77.42248333,31.8583,Singh2021
Abies pindrow,77.39826667,31.68635,Singh2021
Abies pindrow,77.51083333,31.66333333,Singh2021
Abies pindrow,77.51305,31.66051667,Singh2021
Abies pindrow,77.51578333,31.6654,Singh2021
Abies pindrow,77.5181,31.67293333,Singh2021
Abies pindrow,77.51486667,31.66053333,Singh2021
Abies pindrow,77.51141667,31.66065,Singh2021
Abies pindrow,77.5235,31.67381833,Singh2021
Abies pindrow,78.51466667,30.91752778,Tiwari2018
Abies pindrow,78.76969444,30.656,Tiwari2023
Abies pindrow,78.27475,30.40961111,Tiwari2023
Abies pindrow,78.29588889,30.41322222,Tiwari2023
Abies pindrow,79.43083333,30.64522222,Tiwari2023
Abies pindrow,78.58458333,30.81627778,Tiwari2023
Abies pindrow,78.49916667,30.41522222,Tiwari2023
Abies pindrow,78.668,30.40813889,Sharma2018
Abies pindrow,78.76969444,30.81627778,Sharma2018
Abies pindrow,78.79305556,30.83227778,Sharma2018
Abies spectabilis,80.21253889,30.06418889,Shekhar2022
Abies spectabilis,80.648575,30.029925,Shekhar2022
Abies spectabilis,77.51706667,31.669,Singh2021
Abies spectabilis,78.55905556,30.8265,Tiwari2018
Abies spectabilis,78.56522222,30.65358333,Tiwari2023
Abies spectabilis,78.76969444,30.81627778,Sharma2018
Abies spectabilis,78.77002778,30.83141667,Sharma2018
Abies spectabilis,78.79305556,30.83227778,Sharma2018
Acacia catechu,78.71938889,29.93358333,Sharma2018
Acer acuminatum,77.4,31.74,Paul2019
Acer acuminatum,77.38,31.75,Paul2019
Acer acuminatum,77.37,31.75,Paul2019
Acer acuminatum,76.43,32.99,Paul2019
Acer acuminatum,77.4,31.82,Paul2019
Acer acuminatum,76.34,32.84,Paul2019
Acer acuminatum,76.42,32.96,Paul2019
Acer acuminatum,78.34,31.4,Paul2019
Acer acuminatum,77.7,31.36,Paul2019
Acer acuminatum,77.96,31.23,Paul2019
Acer acuminatum,77.54,30.98,Paul2019
Acer acuminatum,77.44,32.02,Paul2019
Acer acuminatum,76.17,32.93,Paul2019
Acer acuminatum,76.36,32.7,Paul2019
Acer acuminatum,77.41833333,32,Sharma2013
Acer acuminatum,77.51153333,31.80753333,Singh2021
Acer acuminatum,77.42268333,31.86341667,Singh2021
Acer acuminatum,77.39826667,31.68635,Singh2021
Acer acuminatum,77.48965,31.69165,Singh2021
Acer acuminatum,77.48826667,31.69043333,Singh2021
Acer acuminatum,77.51141667,31.66065,Singh2021
Acer acuminatum,77.56046667,31.70483333,Singh2021
Acer acuminatum,78.76969444,30.656,Tiwari2023
Acer acuminatum,79.43083333,30.64522222,Tiwari2023
Acer acuminatum,78.76969444,30.81627778,Sharma2018
Acer acuminatum,78.77002778,30.83141667,Sharma2018
Acer caesium,77.5181,31.67293333,Singh2021
Acer cappadocicum,77.4,31.75,Paul2019
Acer cappadocicum,77.5,31.79,Paul2019
Acer cappadocicum,76.35,32.7,Paul2019
Acer cappadocicum,77.45027778,31.9975,Sharma2013
Acer cappadocicum,77.51706667,31.669,Singh2021
Achmenthera gossypium,79.56893917,29.42036889,Bargali2022
Achmenthera gossypium,79.46125139,29.34672389,Bargali2022
Achmenthera gossypium,79.44346972,29.42892667,Bargali2022
Achmenthera gossypium,78.15411111,29.95457778,Bargali2022
Achyranthes aspera,79.34796389,29.285375,Pandey2023
Aegle marmelos,79.34796389,29.285375,Pandey2023
Aesculus indica,75.95811667,32.54073333,Barman2023
Aesculus indica,76.04736667,32.53568333,Barman2023
Aesculus indica,77.4,31.74,Paul2019
Aesculus indica,77.38,31.75,Paul2019
Aesculus indica,77.37,31.75,Paul2019
Aesculus indica,77.47,31.79,Paul2019
Aesculus indica,76.17,32.93,Paul2019
Aesculus indica,76.35,32.7,Paul2019
Aesculus indica,77.35805556,31.82972222,Sharma2013
Aesculus indica,77.38194444,31.99611111,Sharma2013
Aesculus indica,77.41138889,32.00194444,Sharma2013
Aesculus indica,77.34916667,31.89027778,Sharma2013
Aesculus indica,77.32416667,31.89222222,Sharma2013
Aescuslus indica,77.35166667,31.76861111,Sharma2013
Ageratina adenophora,79.57608333,29.37288889,KumarMukesh2021
Ageratina adenophora,79.5945,29.38236111,KumarMukesh2021
Ageratina adenophora,79.52277778,29.37319444,KumarMukesh2021
Ajuga bracteosa,79.65471611,29.23717944,Bargali2022
Ajuga bracteosa,79.53938056,29.49164222,Bargali2022
Ajuga bracteosa,79.65471611,29.23717944,Bargali2022
Ajuga bracteosa,79.63745083,29.39074889,Bargali2022
Albizia lebbek,76.0627,32.59623333,Barman2023
Albizia lebbek,76.17195,32.22928333,Barman2023
Alnus nitida,77.355,31.77027778,Sharma2013
Alnus nitida,77.40138889,31.77777778,Sharma2013
Alnus nitida,77.39055556,31.7725,Sharma2013
Alnus nitida,77.34916667,31.89027778,Sharma2013
Alnus nitida,77.31527778,31.8875,Sharma2013
Alnus nitida,77.34944444,31.89388889,Sharma2013
Alnus nitida,77.33972222,31.88916667,Sharma2013
Anaphalis adnata,79.65471611,29.23717944,Bargali2022
Anaphalis adnata,79.53938056,29.49164222,Bargali2022
Anaphalis adnata,79.65471611,29.23717944,Bargali2022
Anaphalis adnata,79.63745083,29.39074889,Bargali2022
Anaphalis aristata,79.56893917,29.42036889,Bargali2022
Anaphalis aristata,79.46125139,29.34672389,Bargali2022
Anaphalis aristata,79.44346972,29.42892667,Bargali2022
Anaphalis aristata,78.15411111,29.95457778,Bargali2022
Anogeissus latifolia,78.62663889,30.07372222,Sharma2018
Anogeissus latifolia,78.33080556,30.06902778,Sharma2018
Arundinella prunella,79.56893917,29.42036889,Bargali2022
Arundinella prunella,79.46125139,29.34672389,Bargali2022
Arundinella prunella,79.44346972,29.42892667,Bargali2022
Arundinella prunella,78.15411111,29.95457778,Bargali2022
Asparagus filicinus,77.35555556,31.87777778,Sharma2013
Barleria cristata,79.56893917,29.42036889,Bargali2022
Barleria cristata,79.46125139,29.34672389,Bargali2022
Barleria cristata,79.44346972,29.42892667,Bargali2022
Barleria cristata,78.15411111,29.95457778,Bargali2022
Bauhinia variegata,76.17195,32.22928333,Barman2023
Bauhinia variegata,79.34796389,29.285375,Pandey2023
Berberis aristata,77.38777778,31.77361111,Sharma2013
Berberis aristata,77.26694444,32.06666667,Sharma2013
Berberis asiatica,79.57608333,29.37288889,KumarMukesh2021
Berberis asiatica,79.5945,29.38236111,KumarMukesh2021
Berberis asiatica,79.52277778,29.37319444,KumarMukesh2021
Berberis jaeschkeana,77.5167,31.65976667,Singh2021
Berberis lycium,77.38416667,31.78027778,Sharma2013
Berberis lycium,77.33083333,31.78638889,Sharma2013
Berberis lycium,77.25222222,32.06027778,Sharma2013
Betula alnoides,77.69,31.36,Paul2019
Betula alnoides,77.31027778,31.80888889,Sharma2013
Betula alnoides,77.31,31.81222222,Sharma2013
Betula alnoides,77.31527778,31.8875,Sharma2013
Betula alnoides,77.34944444,31.89388889,Sharma2013
Betula alnoides,77.32611111,31.89333333,Sharma2013
Betula alnoides,78.21083056,30.75648333,Shekhar2022
Betula utilis,85.38,28.09,Hamid2019
Betula utilis,85.21,28.16,Hamid2019
Betula utilis,86.65,27.98,Hamid2019
Betula utilis,87.89,27.66,Hamid2019
Betula utilis,94.57,29.56,Hamid2019
Betula utilis,84.03,28.67,Hamid2019
Betula utilis,95.69,29.8,Hamid2019
Betula utilis,84.15,28.61,Hamid2019
Betula utilis,81.09,29.65,Hamid2019
Betula utilis,82.16,29.34,Hamid2019
Betula utilis,86.68,27.82,Hamid2019
Betula utilis,80.27,30.3,Hamid2019
Betula utilis,80.18,30.33,Hamid2019
Betula utilis,72.64,35.32,Hamid2019
Betula utilis,85.56,28.21,Hamid2019
Betula utilis,96.65,29.48,Hamid2019
Betula utilis,74.57,35.38,Hamid2019
Betula utilis,90.85,28.3,Hamid2019
Betula utilis,83.9,28.1,Hamid2019
Betula utilis,92.53,28.6,Hamid2019
Betula utilis,94.87,29.9,Hamid2019
Betula utilis,93.92,29.03,Hamid2019
Betula utilis,73.53,34.78,Hamid2019
Betula utilis,77.23,32.35,Hamid2019
Betula utilis,94.93,29.58,Hamid2019
Betula utilis,87.17,27.98,Hamid2019
Betula utilis,87.28,28.07,Hamid2019
Betula utilis,77.28,31.08,Hamid2019
Betula utilis,89.48,27.93,Hamid2019
Betula utilis,89.55,27.71,Hamid2019
Betula utilis,71.4,35.67,Hamid2019
Betula utilis,71.28,35.93,Hamid2019
Betula utilis,97.46,28.66,Hamid2019
Betula utilis,77.85,30.75,Hamid2019
Betula utilis,74.83,34.63,Hamid2019
Betula utilis,88.55,27.73,Hamid2019
Betula utilis,88.7,27.83,Hamid2019
Betula utilis,75.2,33.42,Hamid2019
Betula utilis,76.38,33.42,Hamid2019
Betula utilis,78.33,31.63,Hamid2019
Betula utilis,78.83,31.03,Hamid2019
Betula utilis,88.53,27.9,Hamid2019
Betula utilis,75.77,33.32,Hamid2019
Betula utilis,76.35,33.13,Hamid2019
Betula utilis,76.17,32.55,Hamid2019
Betula utilis,86.81,27.65,Hamid2019
Betula utilis,74.05,35.2,Hamid2019
Betula utilis,90.57,27.52,Hamid2019
Betula utilis,89.58,28.02,Hamid2019
Betula utilis,85.35,28.17,Hamid2019
Betula utilis,74.33,34.03,Hamid2019
Betula utilis,77.48,30.88,Hamid2019
Betula utilis,77.27,32.07,Hamid2019
Betula utilis,75.42,34.3,Hamid2019
Betula utilis,86.72,27.7,Hamid2019
Betula utilis,77.02,32.65,Hamid2019
Betula utilis,77.13,32.17,Hamid2019
Betula utilis,74.82,34.08,Hamid2019
Betula utilis,89.75,27.48,Hamid2019
Betula utilis,80.07,30.82,Hamid2019
Betula utilis,77.01,32.58,Hamid2019
Betula utilis,71.78,35.85,Hamid2019
Betula utilis,89.22,27.67,Hamid2019
Betula utilis,75.3,34.3,Hamid2019
Betula utilis,82.4,28.8,Hamid2019
Betula utilis,72.65,35.53,Hamid2019
Betula utilis,83.68,28.75,Hamid2019
Betula utilis,78.42,31.15,Hamid2019
Betula utilis,73.5,34.4,Hamid2019
Betula utilis,79.33,30.25,Hamid2019
Betula utilis,76.67,32.83,Hamid2019
Betula utilis,88.07,27.78,Hamid2019
Betula utilis,72.65,35.43,Hamid2019
Betula utilis,90.93,27.42,Hamid2019
Betula utilis,88.08,27.02,Hamid2019
Betula utilis,75.33,34.17,Hamid2019
Betula utilis,77.5,31.25,Hamid2019
Betula utilis,74.1,33.77,Hamid2019
Betula utilis,76.62,31.65,Hamid2019
Betula utilis,75.17,33.5,Hamid2019
Betula utilis,78.97,29.23,Hamid2019
Betula utilis,77.38,32.62,Hamid2019
Betula utilis,79.56,30.29,Hamid2019
Betula utilis,79.05,30.95,Hamid2019
Betula utilis,80.22,29.58,Hamid2019
Betula utilis,74.87,34.26,Hamid2019
Betula utilis,75.48,33.62,Hamid2019
Betula utilis,74.64,34.52,Hamid2019
Betula utilis,74.97,34.15,Hamid2019
Betula utilis,88.66,27.59,Hamid2019
Betula utilis,79.49105556,30.73837222,Shekhar2022
Betula utilis,79.728,30.14288889,Shekhar2022
Betula utilis,80.21253889,30.06418889,Shekhar2022
Betula utilis,80.648575,30.029925,Shekhar2022
Betula utilis,79.20197778,30.486475,Shekhar2022
Betula utilis,78.46011111,30.99516667,Shekhar2022
Betula utilis,77.4675,31.75416667,Singh2021
Betula utilis,77.42268333,31.86341667,Singh2021
Betula utilis,77.51486667,31.66053333,Singh2021
Betula utilis,77.569,31.70505,Singh2021
Betula utilis,77.5483,31.67653333,Singh2021
Betula utilis,78.76969444,30.656,Tiwari2023
Betula utilis,78.77002778,30.83141667,Sharma2018
Betula utilis,78.79305556,30.83227778,Sharma2018
Butea monosperma,79.54558611,29.29842222,Pandey2023
Caragana gerardiana,77.25222222,32.06027778,Sharma2013
Carpinus viminea,77.33972222,31.88916667,Sharma2013
Carpinus viminea,79.24163889,30.45319444,Shekhar2022
Cassia fistula,79.34796389,29.285375,Pandey2023
Cassia fistula,78.62663889,30.07372222,Sharma2018
Cassia fistula,78.33080556,30.06902778,Sharma2018
Cedrus deodara,76.15186667,32.89928333,Barman2023
Cedrus deodara,75.94546667,32.54456667,Barman2023
Cedrus deodara,75.95811667,32.54073333,Barman2023
Cedrus deodara,76.04736667,32.53568333,Barman2023
Cedrus deodara,76.06665,32.53973333,Barman2023
Cedrus deodara,76.04516667,32.47578333,Barman2023
Cedrus deodara,76.05268333,32.53796667,Barman2023
Cedrus deodara,76.051,32.54755,Barman2023
Cedrus deodara,76.05201667,32.54575,Barman2023
Cedrus deodara,80.00915833,29.35524444,Joshi2023
Cedrus deodara,76.47,32.91,Paul2019
Cedrus deodara,76.42,32.96,Paul2019
Cedrus deodara,76.37,33.11,Paul2019
Cedrus deodara,77.30972222,32.24805556,Rawat2010
Cedrus deodara,76.72972222,32.78527778,Rawat2010
Cedrus deodara,77.38,31.7625,Sharma2013
Cedrus deodara,77.31333333,31.78694444,Sharma2013
Cedrus deodara,77.30916667,31.78583333,Sharma2013
Cedrus deodara,77.32472222,31.76805556,Sharma2013
Cedrus deodara,77.31638889,31.79916667,Sharma2013
Cedrus deodara,77.32333333,31.77166667,Sharma2013
Cedrus deodara,77.32638889,31.77611111,Sharma2013
Cedrus deodara,77.46277778,31.99583333,Sharma2013
Cedrus deodara,77.43666667,31.99444444,Sharma2013
Cedrus deodara,77.39138889,32.00555556,Sharma2013
Cedrus deodara,77.32638889,31.87027778,Sharma2013
Cedrus deodara,77.25944444,32.0475,Sharma2013
Cedrus deodara,77.26305556,32.05333333,Sharma2013
Cedrus deodara,77.26694444,32.05361111,Sharma2013
Cedrus deodara,77.26111111,32.05,Sharma2013
Cedrus deodara,77.25944444,32.05138889,Sharma2013
Cedrus deodara,79.56494444,30.52397222,Shekhar2022
Cedrus deodara,77.91633333,30.78122222,Shekhar2022
Cedrus deodara,77.83272222,30.75844444,Shekhar2022
Cedrus deodara,77.86611944,30.74791111,Shekhar2022
Cedrus deodara,79.43557778,29.4063,Shekhar2022
Cedrus deodara,79.32799444,29.50275556,Shekhar2022
Cedrus deodara,78.21891667,30.44063889,Tiwari2018
Cedrus deodara,78.77002778,30.57844444,Tiwari2018
Cedrus deodara,78.77002778,30.44841667,Tiwari2023
Cedrus deodara,78.7105,30.451,Tiwari2023
Cedrus deodara,78.49172222,30.45333333,Tiwari2023
Cedrus deodara,78.656,30.16411111,Sharma2018
Cedrus deodara,78.66130556,30.17516667,Sharma2018
Cedrus deodara,78.668,30.40813889,Sharma2018
Cedrus deodara,78.76969444,30.81627778,Sharma2018
Cedrus deodara,78.77002778,30.83141667,Sharma2018
Celtis australis,77.4,31.74,Paul2019
Celtis australis,77.4,31.75,Paul2019
Celtis australis,77.38,31.75,Paul2019
Celtis australis,76.43,32.99,Paul2019
Celtis australis,77.47,31.79,Paul2019
Celtis australis,76.35,32.7,Paul2019
Celtis australis,77.38444444,31.76861111,Sharma2013
Celtis australis,77.37722222,31.83777778,Sharma2013
Celtis australis,77.35805556,31.82972222,Sharma2013
Celtis australis,77.35166667,31.76861111,Sharma2013
Celtis australis,77.34916667,31.89027778,Sharma2013
Clerodendrum infortunatum,79.34104361,29.29838667,Bargali2022
Clerodendrum infortunatum,79.70686778,29.42063222,Bargali2022
Clerodendrum infortunatum,79.60410972,29.37789444,Bargali2022
Clerodendrum infortunatum,79.34104361,29.29838667,Bargali2022
Clerodendrum viscosum,79.34796389,29.285375,Pandey2023
Colebrookea oppositifolia,79.46125139,29.34672389,Bargali2022
Colebrookea oppositifolia,79.40130278,29.46306972,Bargali2022
Colebrookea oppositifolia,79.65217556,29.46564139,Bargali2022
Colebrookea oppositifolia,79.65273389,29.39512417,Bargali2022
Colebrookea oppositifolia,79.56893917,29.42036889,Bargali2022
Colebrookea oppositifolia,79.46125139,29.34672389,Bargali2022
Colebrookea oppositifolia,79.44346972,29.42892667,Bargali2022
Colebrookea oppositifolia,78.15411111,29.95457778,Bargali2022
Conyza aezibica,79.34104361,29.29838667,Bargali2022
Conyza aezibica,79.70686778,29.42063222,Bargali2022
Conyza aezibica,79.60410972,29.37789444,Bargali2022
Conyza aezibica,79.34104361,29.29838667,Bargali2022
Cornus macrophylla,77.35361111,31.77055556,Sharma2013
Cornus macrophylla,77.33944444,31.81583333,Sharma2013
Cornus macrophylla,77.33277778,31.805,Sharma2013
Cornus macrophylla,77.34166667,31.8725,Sharma2013
Cornus macrophylla,77.32611111,31.89333333,Sharma2013
Cornus macrophylla,77.27222222,32.07,Sharma2013
Corylus ferox,76.43,32.99,Paul2019
Corylus ferox,76.34,32.84,Paul2019
Corylus ferox,76.42,32.96,Paul2019
Corylus jacquemontii,77.34055556,31.88305556,Sharma2013
Cotoneaster acuminatus,77.25222222,32.06027778,Sharma2013
Cotoneaster acuminatus,77.25833333,32.06138889,Sharma2013
Cotoneaster bacillaris,77.4375,31.99861111,Sharma2013
Cotoneaster obtusus,77.49068333,31.69431667,Singh2021
Crysopogon grillus,79.34104361,29.29838667,Bargali2022
Crysopogon grillus,79.70686778,29.42063222,Bargali2022
Crysopogon grillus,79.60410972,29.37789444,Bargali2022
Crysopogon grillus,79.34104361,29.29838667,Bargali2022
Cupressus torulosa,79.43557778,29.4063,Shekhar2022
Cynodon dactylon,79.34796389,29.285375,Pandey2023
Dalbergia sissoo,79.30148333,29.32324722,Pandey2023
Desmodium elegans,77.33083333,31.78638889,Sharma2013
Desmodium elegans,77.4375,31.99861111,Sharma2013
Desmodium elegans,77.26694444,32.06666667,Sharma2013
Desmodium elegans,77.26805556,32.06916667,Sharma2013
Desmodium microphyllum,79.46125139,29.34672389,Bargali2022
Desmodium microphyllum,79.40130278,29.46306972,Bargali2022
Desmodium microphyllum,79.65217556,29.46564139,Bargali2022
Desmodium microphyllum,79.65273389,29.39512417,Bargali2022
Deutzia staminea,77.46388889,31.99527778,Sharma2013
Drepanostachyum falcatum,77.07380556,31.88258333,Meena2023
Drepanostachyum falcatum,77.309,31.87036111,Meena2023
Drepanostachyum falcatum,77.50716667,30.66397222,Meena2023
Drepanostachyum falcatum,77.45283333,30.80552778,Meena2023
Drepanostachyum falcatum,77.74077778,31.36905556,Meena2023
Drepanostachyum falcatum,77.28463889,31.41566667,Meena2023
Drepanostachyum falcatum,76.26061111,32.55144444,Meena2023
Drepanostachyum falcatum,76.05538889,32.5445,Meena2023
Drepanostachyum falcatum,76.11322222,32.36105556,Meena2023
Drepanostachyum falcatum,76.73877778,32.04930556,Meena2023
Drepanostachyum falcatum,80.23658333,30.10725,Meena2023
Drepanostachyum falcatum,80.02822222,30.01386111,Meena2023
Drepanostachyum falcatum,79.82991667,29.69580556,Meena2023
Drepanostachyum falcatum,79.58480556,30.01530556,Meena2023
Drepanostachyum falcatum,77.76627778,30.95080556,Meena2023
Drepanostachyum falcatum,78.30061111,30.87055556,Meena2023
Drepanostachyum falcatum,78.05697222,30.47227778,Meena2023
Drepanostachyum falcatum,78.68644444,30.94047222,Meena2023
Drepanostachyum falcatum,78.65827778,30.64994444,Meena2023
Drepanostachyum falcatum,79.65070556,29.48111111,Meena2023
Drepanostachyum falcatum,79.40586111,29.46194444,Meena2023
Drepanostachyum falcatum,80.57613889,29.98744444,Meena2023
Drepanostachyum falcatum,78.89641667,30.17844444,Meena2023
Drepanostachyum falcatum,79.26044444,30.46608333,Meena2023
Drepanostachyum falcatum,78.20308333,31.06375,Meena2023
Drepanostachyum falcatum,78.07213889,31.13036111,Meena2023
Ehretia laevis,79.54558611,29.29842222,Pandey2023
Eupatorium odoratum,79.65471611,29.23717944,Bargali2022
Eupatorium odoratum,79.53938056,29.49164222,Bargali2022
Eupatorium odoratum,79.65471611,29.23717944,Bargali2022
Eupatorium odoratum,79.63745083,29.39074889,Bargali2022
Ficus palmata,76.0627,32.59623333,Barman2023
Flemengia strobilifera,79.34104361,29.29838667,Bargali2022
Flemengia strobilifera,79.70686778,29.42063222,Bargali2022
Flemengia strobilifera,79.60410972,29.37789444,Bargali2022
Flemengia strobilifera,79.34104361,29.29838667,Bargali2022
Fraxinus micrantha,77.37722222,31.83777778,Sharma2013
Fraxinus micrantha,79.24163889,30.45319444,Shekhar2022
Fraxinus micrantha,79.56494444,30.52397222,Shekhar2022
Fraxinus xanthoxyloides,76.43,32.99,Paul2019
Fraxinus xanthoxyloides,76.34,32.84,Paul2019
Fraxinus xanthoxyloides,76.47,32.91,Paul2019
Fraxinus xanthoxyloides,76.42,32.96,Paul2019
Geranium wallichianum,79.65471611,29.23717944,Bargali2022
Geranium wallichianum,79.53938056,29.49164222,Bargali2022
Geranium wallichianum,79.65471611,29.23717944,Bargali2022
Geranium wallichianum,79.63745083,29.39074889,Bargali2022
Glochidion velutinum,79.30148333,29.32324722,Pandey2023
Grewia asiatica,79.30148333,29.32324722,Pandey2023
Grewia optiva,79.34796389,29.285375,Pandey2023
Grewia optiva,79.54699722,29.28611944,Pandey2023
Haldina cordifolia,78.62663889,30.07372222,Sharma2018
Hippophae salicifolia,77.2525,32.05861111,Sharma2013
Hippophae salicifolia,77.26861111,32.06388889,Sharma2013
Hippophae salicifolia,77.26944444,32.06805556,Sharma2013
Holarrhena pubescens,79.34796389,29.285375,Pandey2023
Holarrhena pubescens,79.54699722,29.28611944,Pandey2023
Holarrhena pubescens,79.54558611,29.29842222,Pandey2023
Holoptelea integrifolia,79.34796389,29.285375,Pandey2023
Ilex dipyrena,78.21891667,30.44063889,Tiwari2018
Indigofera heterantha,77.4375,31.99861111,Sharma2013
Indigofera heterantha,77.26694444,32.06666667,Sharma2013
Indigofera heterantha,77.25222222,32.06027778,Sharma2013
Indigofera heterantha,77.26805556,32.06916667,Sharma2013
Inula cuppa,79.65471611,29.23717944,Bargali2022
Inula cuppa,79.53938056,29.49164222,Bargali2022
Inula cuppa,79.65471611,29.23717944,Bargali2022
Inula cuppa,79.63745083,29.39074889,Bargali2022
Juglans regia,76.15186667,32.89928333,Barman2023
Juglans regia,77.38,31.75,Paul2019
Juglans regia,76.43,32.99,Paul2019
Juglans regia,77.5,31.79,Paul2019
Juglans regia,77.52,31.79,Paul2019
Juglans regia,77.47,31.79,Paul2019
Juglans regia,76.45,32.76,Paul2019
Juglans regia,76.34,32.84,Paul2019
Juglans regia,76.99,32.03,Paul2019
Juglans regia,76.17,32.93,Paul2019
Juglans regia,76.36,32.7,Paul2019
Juglans regia,77.37722222,31.83777778,Sharma2013
Juglans regia,77.35777778,31.76333333,Sharma2013
Juglans regia,77.41527778,31.97027778,Sharma2013
Juglans regia,77.26944444,32.05944444,Sharma2013
Juglans regia,77.48826667,31.69043333,Singh2021
Juglans regia,77.51706667,31.669,Singh2021
Juniperus communis,77.49476667,31.71303333,Singh2021
Juniperus indica,77.5167,31.65976667,Singh2021
Lannea coromandelica,79.54699722,29.28611944,Pandey2023
Lannea coromandelica,78.62663889,30.07372222,Sharma2018
Lannea coromandelica,78.33080556,30.06902778,Sharma2018
Lantana camara,79.34104361,29.29838667,Bargali2022
Lantana camara,79.70686778,29.42063222,Bargali2022
Lantana camara,79.60410972,29.37789444,Bargali2022
